id	type	from	to	text	ref	origin	time
3bc96ef55050a6061f9d338773be25c2	text	sb9060	pyaretoons-chat	any 1		web://182.68.187.92	1374083158997
3bcf1508692624fadf3e40f7cd95bedf	text	sb9380	pyaretoons-chat	tu v marane aa gya sale...		web://106.205.255.239	1374057722167
3bd42cad5f5c786a71ea07203f3db99a	text	sb1524	pyaretoons-chat	hi		web://182.19.5.3	1375272830314
3bd8cb5bb26f5c2d1a2f80416021adcb	text	sb2986	pyaretoons-chat	hii		web://120.56.160.164	1375095944514
3c06de08a616e9a77ccca9cd7af23d55	text	sb2274	pyaretoons-chat	saale bhosdi ke jo suru kiya usko roko na pahle 		web://115.248.154.196	1374058600490
3c081d3e94bd5564746d56fd25bc5bf7	text	deepak 	pyaretoons-chat	teri maa di choot 1693		web://182.19.5.3	1374055867085
3c12bf96f3635611ca2bc7a578b60613	text	sb3317	pyaretoons-chat	????????????		web://117.205.15.239	1374399655388
3c2985c19206dde7c4765e6d583966b3	text	govinda	pyaretoons-chat	frrrrrrrrrrrr		web://182.19.5.3	1374128484234
3c3497b1eb59b6b3b9b1fb85828046b6	text	sb3752	pyaretoons-chat	hi		web://27.7.211.249	1375114542030
3c4ac4d57e57fbcfd7a55b279236cdf1	text	sb3541	pyaretoons-chat	Sorry its "CROOKBOND AUR JHOJHATEK"		web://124.253.201.162	1374905773793
3c4fb8b25b0d85626b83bbf8f3b6222f	text	Rakesh	pyaretoons-chat	accha sawal hai 		web://117.192.54.66	1374050281115
3c5dd634297ea9c21b5dbb4e8f92fcd2	text	sb9084	pyaretoons-chat	PYARETOONS ADMINISTRATOT- do not allow anyone to chat without signing up because atleast half of users are typing abusive words in place of chat		web://117.212.32.141	1374865374462
3c6384000fc5daadb94989262c2da709	text	sb1897	pyaretoons-chat	yuw5		web://115.185.231.223	1374150829411
3caebad29f1f6194c3f5b602c0b112c7	text	sb2655	pyaretoons-chat	aksar b ho jata hai		web://182.19.5.3	1374914938486
3cf8f74c5791a7fb0d94572f4ce94b5b	text	sb7763	pyaretoons-chat	jj		web://81.73.225.247	1374316609644
3d4edc4f7978bb8751936ec7cb11a10a	text	sb1897	pyaretoons-chat	ethyE3YH		web://115.185.231.223	1374150821250
3d59675a8229e43be022d3e8cd4cbe10	text	neha 	pyaretoons-chat	who r u ?		web://182.19.5.3	1374918351200
3d6e25d2d9345ef3abb9933a0a1c25ec	text	sb3709	pyaretoons-chat	jatt to paidasi madhar chod hote hai..		web://115.248.154.196	1374059030575
3d8a7f376ded8a425e6d76750bc4cc91	text	sb2798	pyaretoons-chat	last time you sent me few comics		web://202.159.221.118	1375269645110
3d8bb607b705bd9e90d4df584724270a	text	sb9396	pyaretoons-chat	back to comicx		web://14.99.216.175	1374832510454
3d9d87b9b1096cd8ee0a1ad1f457d349	text	Rakesh	pyaretoons-chat	suna bahut garmi hai abhi tak?		web://122.172.16.67	1374127808919
3de4f29ecb1ab05f1981c03577684af5	text	sb9373	pyaretoons-chat	?		web://106.76.180.198	1374479151789
3dfb8c88b4599e220889a8aa16cd9697	text	sb8668	pyaretoons-chat	mvhgfku		web://101.61.195.48	1374227466986
3e07a8eed671984deb11d59cf3cbc4bd	text	sb4920	pyaretoons-chat	how to download these comics		web://164.100.194.5	1375087055782
3e32aba7149a6d138f1057e7f85b624a	text	sb4383	pyaretoons-chat	hi		web://14.140.175.10	1374905681331
3e58dda95282cae74abca22ce52ff34b	text	sb780	pyaretoons-chat	koi hai		web://122.163.207.187	1374145641862
3e5da3f460900ab28d33e525d8a95261	text	sb8353	pyaretoons-chat	hell		web://117.234.124.146	1374053036746
3e76e04a8267689c8ab88f5832efc764	text	sb1552	pyaretoons-chat	mujeh toh abhi kise te btaya es site k baare mein,, abb toh 12 saal baad parri hai dubara yeh comics		web://108.206.138.83	1374820413742
3e8452245b012e3b70a8855172b99ec4	text	sb4605	pyaretoons-chat	uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu		web://49.249.136.128	1374059216140
3ee0873d108fd67ea23a4fd0666403e4	text	sb3196	pyaretoons-chat	who are you		web://122.176.252.186	1374131718418
3eefbc55aadf50d271fbcdb0a97fcdb7	text	deepak	pyaretoons-chat	mee to		web://182.19.5.3	1374058164736
3efd050c6e8dcb627d4c6b9ea14a0f2c	text	Neeraj	pyaretoons-chat	bangalore		web://49.249.108.199	1374049871225
3efe8bf1b5cb903fcc1c05730020e294	text	sb225	pyaretoons-chat	Oh i see		web://122.177.251.192	1374478829568
3eff0d8025df7f26fda113098535329d	text	sb4948	pyaretoons-chat	ploice		web://122.177.146.217	1374307595522
3f2fafe71b51b05eb604f2402eaa7d11	text	sb438	pyaretoons-chat	hi		web://123.236.34.46	1374480023220
3f3281058f5e6b918b78ed89d6f6311e	text	sb6285	pyaretoons-chat	yes		web://117.199.155.134	1374485095611
3f474ce26d0512cce41f9c2a717bc8ec	text	kooldude	pyaretoons-chat	Also check my mail ID:      doonyadotcom (at) gmail		web://14.99.135.56	1374922220897
3f56ff56392c33177d7d950c30f4a7de	text	sb9060	pyaretoons-chat	hi		web://182.68.187.92	1374082998240
3f57362282e05d070f98a7644ac99d64	text	rk	pyaretoons-chat	helo		web://101.0.58.80	1374240372452
3f76be2852b8479d3a094588f6cc29b5	text	sb5468	pyaretoons-chat	i am great fan of comics		web://182.73.49.194	1375112304374
3f7e312f741c36d3fb2fda50afa4f573	text	ramdulari	pyaretoons-chat	hi all 		web://192.104.67.122	1374071384207
3f90b1b1adc6a20681802e290427a7d6	text	sb748	pyaretoons-chat	hope not		web://112.110.32.213	1374156464320
3fa5e64368dc885513944d087b9be4e5	text	sb4660	pyaretoons-chat	hiiii priyanka		web://106.76.154.214	1374144780475
3fce8160e7d761f03835d81327a59551	text	sb5095	pyaretoons-chat	hi		web://122.168.67.29	1374173349712
3fcf9f41663eceb162a3c7aef44ee113	text	sb6852	pyaretoons-chat	wakadoki		web://122.168.210.241	1374165265053
4003d4633ee3332aeedb2d553289ebac	text	sb941	pyaretoons-chat	hi		web://117.228.4.99	1375039308029
4010b4324066901ddb2a2ca1c77c3218	text	sb5632	pyaretoons-chat	it's ok.....		web://117.239.38.185	1374053508312
4018ad8739a82f53cc125473de6dfe5f	text	sb9753	pyaretoons-chat	HI COCKJERKERS		web://27.62.83.37	1374570524324
401bac26b9d4c4f06bfccbc41b005e95	text	sb75	pyaretoons-chat	asasas		web://103.245.20.2	1374126184230
402487185b72a78854b283e567cbd447	text	sb1552	pyaretoons-chat	o jalandar wale kithe gaye?		web://108.206.138.83	1374820474190
4036615b9f5a527fcae57ea9f95ddd65	text	( karan )	pyaretoons-chat	apchi mumbai		web://182.19.5.3	1374054451530
4081acd937bc4aa096e4abf767df6d31	text	Dhiru	pyaretoons-chat	wel ! where from you are?		web://123.236.193.52	1374049848721
408d9ca2bdebeab3688ddd0cc4bea0fc	text	sb5483	pyaretoons-chat	so where can i find breakout?		web://59.164.99.86	1375121196373
40968098399e472f8aed692d3a1e2b25	text	sb1753	pyaretoons-chat	Wow ! just found the first ever champak I had read .. on Pyaretoons.com - you guys rock		web://103.11.50.231	1375261235761
40da568486a39bf44ad322bc1e25bc78	text	sb3561	pyaretoons-chat	hi		web://121.247.55.237	1374921895707
40db39b125e57832030a87548e5383fd	text	sb3512	pyaretoons-chat	koi ladki he kya chudwane ke liye bahut icchaa ho rahi he chodne ki		web://49.249.121.233	1374833043354
40e13397962c0213e7261b7c618fd7bb	text	raj	pyaretoons-chat	l		web://101.61.195.48	1374230307611
40fb32e3256825bd2a0e3552b374a460	text	RAJ	pyaretoons-chat	which character u all like the most ?		web://115.111.247.194	1375122833130
40fda0a7c19b08a02fb1000515bc45bc	text	yo yo	pyaretoons-chat	koi hai kya		web://182.19.5.3	1374126944618
41068bdb4dda926b15aec4d14d33abda	text	sb4383	pyaretoons-chat	?		web://14.140.175.10	1374905962192
411d5f8b58d9bca5998b15e633daab51	text	Rahul Nambiar	pyaretoons-chat	kissko kya chaahiye?		web://125.18.6.210	1375267801288
411ea918ff46b6aa4c0895e2d63d79c1	text	sb267	pyaretoons-chat	any body thr		web://112.110.32.213	1374161405809
413e58c31ca5608b91bddea54adb3656	text	govinda	pyaretoons-chat	pam pam		web://182.19.5.3	1374128690826
41433fe9322e6e4df25b2a1482bf0862	text	sb292	pyaretoons-chat	kaisee hoo		web://182.64.101.197	1374144088320
415c9cf07bd194d2c08e2c34efe49990	text	sb7583	pyaretoons-chat	hiiiiiiiii		web://14.140.116.135	1374524337221
415d5b0d694977557b0a34210e83d7fb	text	sb5271	pyaretoons-chat	in comic doga face change		web://124.253.134.31	1374431018598
4186f2d609bdd14c52845e70b6af09ab	text	sb5230	pyaretoons-chat	 mnb,n		web://115.243.26.71	1375033483680
41942e41d8812a8488a28984c2cf56ec	text	sb1933	pyaretoons-chat	hi		web://115.248.154.196	1374056500668
41a3eb35b5156a3676a89c0f47f89fcb	text	devesh 	pyaretoons-chat	we		web://59.89.28.116	1375194992940
41c2d2ba91e2eb23799949dce146db92	text	govinda	pyaretoons-chat	trrrrrrrrrrrrrrrrrrrr		web://182.19.5.3	1374128526839
41e0665fb449d31760760d97cdea9a44	text	sb9976	pyaretoons-chat	koi to rok lo		web://115.248.154.196	1374056804854
4214a2168191100213ea79101a67cf6a	text	sb566	pyaretoons-chat	hii		web://115.242.61.164	1374219502741
422bfa81971aea70f51a97ed5d9fa63c	text	sb4965	pyaretoons-chat	tumko bhi hai kya		web://49.202.239.95	1374997355685
42576d492def2ce41284152728468ced	text	sb1693	pyaretoons-chat	pussy		web://49.249.136.128	1374053851873
4266eb2e9083e4308db03e27e35e8ae7	text	sb3165	pyaretoons-chat	kya bat yar cyber crime walo ko bhi bula rhe ho ab		web://182.71.124.102	1375177537865
42a7ba517a01644d04810e2ed73ddc08	text	sb3612	pyaretoons-chat	to kya ye pyaretooons website kee taraf se free chat hai		web://117.199.197.130	1374138843965
42dd08404eaa43935ce4597f8d16e78a	text	rid	pyaretoons-chat	reading fauladi singh		web://59.177.5.205	1374228537884
42e203c7c0417cb92d6eb34b6a66d62b	text	sb6419	pyaretoons-chat	nahi koi ladki nahi hai		web://115.242.238.8	1374740319261
430f2df9d0ad6a918c5d01e7e5307a23	text	sb6980	pyaretoons-chat	nhi 2 saal purani		web://115.251.60.182	1374820375166
431bf94489974290c1f9b825d00256b8	text	sb5099	pyaretoons-chat	yes		web://122.177.232.158	1374363994993
4323731e16c21e3e612e368ec64c0d63	text	MS	pyaretoons-chat	kya nahi mil rahi		web://101.0.58.80	1374240527914
43245473cbacfb7af695df5a27d52582	text	sb7678	pyaretoons-chat	u r new friend		web://117.206.160.143	1374918411133
433777dc2abfd2631c72cb1fee216fc2	text	sb5384	pyaretoons-chat	yugandar rel ho gayi kyaa?		web://120.56.152.119	1375189384664
433c07114d53454bcd8ec748f6124a6a	text	sb8059	pyaretoons-chat	jhi		web://106.76.230.155	1374763943299
435561ecb6a994b5bb3503b5b72eda17	text	sb8777	pyaretoons-chat	masale se barpur		web://182.19.5.3	1374750126283
436f59659b549ad02838beef76e6ca18	text	sb7137	pyaretoons-chat	hi		web://49.14.128.117	1374129722864
437bdc55c43b18b11f0792c9b57487dc	text	sb3612	pyaretoons-chat	tum kon ho bh ai 		web://117.199.197.130	1374138800683
438ab5eef6895c3a62376fd3789e2870	text	sb4940	pyaretoons-chat	hi sb 7694		web://117.205.9.86	1375210305131
43989c8ec37996b61f1498f5243e5499	text	sb1700	pyaretoons-chat	:-P		web://103.6.187.172	1374997259209
43aa59c52dd4e7adbe731e41982e5560	text	sb6085	pyaretoons-chat	is der any 1		web://117.199.204.55	1375036926296
43c3fcaaf3423e85a6a54155472afd32	text	TERI MAA KI CHUT	pyaretoons-chat	KI SALE		web://122.163.207.201	1374060636139
43c788cb6eee0162e1cfac8b5f354189	text	sb9355	pyaretoons-chat	who are you		web://173.245.62.242	1374668001753
43cc872c59aaba3f6de22c25c8b12e49	text	sb1524	pyaretoons-chat	night k charge karti hai ya ek shot k		web://182.19.5.3	1375273226687
43ce6d6b053a322018fb6e73b7eeda0d	text	sb6969	pyaretoons-chat	Cant find it on Pyare toons		web://103.11.50.231	1375266153495
43d0673ded06b5026031cb24ca8aab24	text	sb993	pyaretoons-chat	hi		web://116.202.18.213	1374837380409
43e2a79d4ea217e219d85d2fe49b6bba	text	sb4459	pyaretoons-chat	hi		web://110.224.1.9	1374124428974
43e80503378c1fd5428926ee60891104	text	sb696	pyaretoons-chat	aapka koi jawab nahee aaya		web://122.177.9.119	1374307735646
442d9c54108fb77ca1d2766ada05c631	text	sb2655	pyaretoons-chat	aisa kuch nahi hai		web://182.19.5.3	1374916380085
444dd7b6c7869c23b7edc971ccc51c18	text	sb557	pyaretoons-chat	any body knows		web://203.134.220.4	1374399381067
445599dd52272874dfb067d0cdb72c4d	text	( karan )	pyaretoons-chat	 oh sorry vikas		web://182.19.5.3	1374053477212
4475e4460e692e3ca24014f9c21ed23f	text	sb2853	pyaretoons-chat	how are you main ankit verma		web://122.163.252.22	1374042545233
44880060ca3da71c8bfbacf445edb3db	text	sb1794	pyaretoons-chat	any one is there ?		web://1.187.233.227	1374328454942
448db5b8adb42ef62163446e16f8ecc4	text	sb400	pyaretoons-chat	nice comics...:)		web://103.7.111.72	1375076021897
4499bfeec844c32fa3b94a28af2db7c6	text	deepak	pyaretoons-chat	kya		web://182.19.5.3	1374058104686
44d8667d07fa23d35e8507976cf9be09	text	sb3903	pyaretoons-chat	kya so gayi		web://106.76.134.14	1374083365475
44d94072cb2f6459f7ad4448d0a521b3	text	sb9060kya yaar 	pyaretoons-chat	koi thik se chat ni kr skta kya		web://182.68.187.92	1374084211244
44daac978883b20d243e06ade8b60ea7	text	raj	pyaretoons-chat	klk		web://101.61.195.48	1374230304512
44ea1b3c1ae28dd7feeaf0d5c616d1b2	text	sb696	pyaretoons-chat	what happen ?		web://122.177.9.119	1374307518628
450b2d121c906b9a207df64d1ada287e	text	aravind	pyaretoons-chat	Hey aman, vidit, anu, where are you from ?		web://117.192.54.66	1374041462321
450db94f569d6a5881c7b5e60629f2af	text	sb7613	pyaretoons-chat	nahi yaar first time aya hooon		web://14.97.31.52	1374064953533
4516deffa71f1a18ab3bbbe1cc676c31	text	sb762	pyaretoons-chat	yes i see		web://108.162.222.151	1374135769260
451f2f154e5759094a57c35515d32deb	text	sb1524	pyaretoons-chat	apan ko mall ready chaye		web://182.19.5.3	1375273269498
456fd2c4cb625422253e286c338e259a	text	sb7669	pyaretoons-chat	ilu ilu		web://182.19.5.3	1374663423716
4575cb7395b63a98afbbf665557bd8c0	text	kjljaakkk	pyaretoons-chat	intalkkkkkkk		web://182.19.5.3	1375160090364
459ffacfa44128b917af498cd35aad74	text	neha	pyaretoons-chat	oye behanchood if u use any abuse word i will fuck ur moter 		web://103.14.124.59	1374084590289
45bc77d499bc7716b0fd434bbab9f233	text	(karan)	pyaretoons-chat	rakesh app kisi or se chat kar rahe ho		web://182.19.5.3	1374128067488
45cea85fe9689d9d04466248708093c5	text	sb9059	pyaretoons-chat	i m not		web://182.73.49.194	1375113732020
45f311837e081c2171580829dc2b66f3	text	damodar patilil	pyaretoons-chat	ladki hai kya tere paas		web://182.19.5.3	1374751556992
46114f16e0cc8686e4fc9b0188c1d788	text	sb9219	pyaretoons-chat	sabhi india se ho k koi outside india v hai?		web://108.226.166.31	1374908363380
46491859be374f7f46c7dd60eb7c76b1	text	sb4066	pyaretoons-chat	m on fb dude		web://182.68.64.163	1374145146495
465bc61219b0fc0beace954d7607419e	text	sb1897	pyaretoons-chat	ethyt		web://115.185.231.223	1374150823714
46769f1cdda11a96de3f1d4feface80c	text	sb7993	pyaretoons-chat	Nagraj and dhruv always rocks yaar		web://141.0.8.156	1374038482282
467a8c805e4885df5a003fea668f3daf	text	sb7669	pyaretoons-chat	tu jane naa		web://182.19.5.3	1374663489922
4680ac97e849d22ab3c7b172249c5c9c	text	sb3561	pyaretoons-chat	i dont u		web://121.247.55.237	1374922032109
4684ea9904bb2be01e526079680fb3de	text	sb267	pyaretoons-chat	?????		web://112.110.32.213	1374161189816
469bdca33de837d25435d723eb06c5c9	text	sb9927	pyaretoons-chat	hi		web://117.200.93.120	1374227407075
46ba3eed2a60feb94a974938fd903a27	text	sb3755	pyaretoons-chat	hiiii		web://119.226.248.154	1374072178077
46eb842ee8820113e05001bd3d909b31	text	sb3579	pyaretoons-chat	hi		web://117.205.9.86	1375221106384
46f3f2d24ea58c38bf3e92d65cb2f869	text	sb5226	pyaretoons-chat	hi		web://124.253.101.42	1374163695308
46f4dbf8baeece229fcfd0a1580c5882	text	( karan )	pyaretoons-chat	who r u		web://182.19.5.3	1374053447807
470b5ab11fd0c1a3f75d226c1d8c1bc0	text	sb2302	pyaretoons-chat	0		web://122.168.223.137	1375096697696
470d7ebeefc0c68b144064e6e48fafe0	text	sb2207	pyaretoons-chat	Nagraj ka lund tumhari gand mai		web://180.149.49.229	1374089186866
474da6bb981a409418a2e56cf2e65d6e	text	sb7955	pyaretoons-chat	to fir aur nai malum bhai		web://117.254.7.114	1374820467643
4783e241c63e4e56f33609fb19a2be42	text	sb604	pyaretoons-chat	who r u???		web://106.201.89.95	1375034785301
4785e2ac8accd612c8ba5e7eca30eea4	text	sb8949	pyaretoons-chat	yeh kon sadu mahatma aa gaya		web://182.19.5.3	1374216234966
478981a0ee36bce7c958b718b0c7fea2	text	sb4623	pyaretoons-chat	wht is ur name		web://120.56.234.205	1374312881335
478a9b81f4aabb6b6635cdfa70d948fb	text	aravind	pyaretoons-chat	looks like chat		web://122.172.16.67	1374029761256
479477260b593c7592362b15f37cf4bb	text	sb4203	pyaretoons-chat	??		web://42.109.24.230	1375112152525
47bad412bea0170fcb53f01e69f26937	text	sb1552	pyaretoons-chat	raj comics jyada pasand hai		web://108.206.138.83	1374820111387
47c67d7d51b680fc9a3a7a747db3a94d	text	sb4119	pyaretoons-chat	hund ke honda		web://112.79.36.77	1374128747151
47c6d9b63653ad7c19e4c86252182326	text	sb66	pyaretoons-chat	rakesh, tumhara		web://101.61.109.8	1374483204708
47e888aea0758a420ab732e57469788e	text	sb6081	pyaretoons-chat	aap kaha se hai!		web://123.236.193.52	1374049625942
4812b0a9baa0eb2f6870403c1eed2898	text	sb4522	pyaretoons-chat	sat shi akal paaji..		web://117.239.38.185	1374058848021
4819d632f48dc5f59d528b292fc7897d	text	sb5220	pyaretoons-chat	chud maru kaise teri ohhh jane jah		web://49.249.33.19	1374237591437
483d930f7980db4a77c2d2e13f578dc8	text	sb4276	pyaretoons-chat	hiiiiii		web://115.111.59.170	1375104181437
48447f403d74e2a593bc923ce4e87451	text	sb6969	pyaretoons-chat	Is it on Pyare toons?		web://103.11.50.231	1375265670253
4851c955516b694e9d25b10cfbe5281a	text	sb5013	pyaretoons-chat	ya this one		web://117.198.9.123	1374168280903
4860be80ec5ddb688cef8c5df31b2f8c	text	sb5220	pyaretoons-chat	koi ladki chudwane ko taiyar or pudi chatwane ko tayar ho to plz mujhe bataye		web://49.249.33.19	1374237705548
4878764e2dba9c37412b2dacb636fd07	text	sb1524	pyaretoons-chat	sale randi aulad		web://182.19.5.3	1375272951728
48955c13369de7827e8f5a34b1c508b5	text	sb993	pyaretoons-chat	tumhari ma ka bhosda bhen chodo		web://116.202.18.213	1374837405458
48a2bd84cdbffd2dbac5524f01b0ef8e	text	sb1693	pyaretoons-chat	abe sale karan tu chup hi reh		web://49.249.136.128	1374057756238
48d942935f6ed5debeac5e3cb04a0636	text	sb6799	pyaretoons-chat	hi		web://117.224.211.133	1374037687025
48dfe9c4740cd8170612a78c70488327	text	sb2355	pyaretoons-chat	I can send at ur mail		web://14.99.216.175	1374832721259
48e43de89ae2139de3dc7b682452f01c	text	sb1693	pyaretoons-chat	ha		web://49.249.136.128	1374057636942
48e6c18d31fdf494ccc897c65110da13	text	sb2655	pyaretoons-chat	 yeh kaha par hai		web://182.19.5.3	1374915676684
48f3c16d512df29ed0d6fcbb3ac0e686	text	sb4376	pyaretoons-chat	helloo friends....radhe krishna		web://202.164.36.220	1374046291617
48f5e78505d572ab24343cc683500d06	text	sb2848	pyaretoons-chat	thank u		web://106.76.134.14	1374083751926
4903d68bdfbe6acbf2d3961e52aa26c9	text	sb1693	pyaretoons-chat	...?		web://49.249.136.128	1374055695669
494a655fa9a343993b1602373e209504	text	sb1311	pyaretoons-chat	hiiiiiiiiii.. who r u..??		web://117.205.117.223	1374996906996
495fc5f67b0db6421d590d1306eeed76	text	sb4940	pyaretoons-chat	hu		web://117.205.9.86	1375210328831
496716f6b41c181e46b9c523a1d5bc8b	text	sb9517	pyaretoons-chat	haha		web://223.223.155.74	1375114840167
4968fd5b43af6a39953778b0cddba942	text	sb8668	pyaretoons-chat	bfxgxhm		web://101.61.195.48	1374227465010
498ea307d63873e1d42b2fa7b2c1f488	text	sb2655	pyaretoons-chat	i m nitesh		web://182.19.5.3	1374916162467
49944bcd6c2c731fe0f8b05fcf9a5ed3	text	Rakesh	pyaretoons-chat	anna aur corruption ka mayazaal		web://117.192.54.66	1374050571771
4994aa2bd76c941beb7a59d1fc269f4e	text	sb8949	pyaretoons-chat	tum log ho ho usi kabil		web://182.19.5.3	1374216602405
49ab7eb3c455335f70abdfa373402903	text	sb2370	pyaretoons-chat	hi		web://182.73.49.194	1375284954297
49badf327d7577e70ff11a39138cd2d9	text	sb4512	pyaretoons-chat	...		web://164.100.6.54	1374055463965
49c23b6181e1b947f382ea3776d63cee	text	sb2798	pyaretoons-chat	i am Rani Batra		web://202.159.221.118	1375269599527
49d5a100fa5dd85a8ccec418da377b89	text	sb1267	pyaretoons-chat	h		web://110.34.4.243	1375084315908
49daf32fe988ee90e040718daf4a1cc3	text	sb4522	pyaretoons-chat	or tu kya haram ka jana hai..		web://117.239.38.185	1374057904273
49dc8bf9ff64bc400694bf6019d66e17	text	sb225	pyaretoons-chat	sorry preeti 		web://122.177.251.192	1374478746255
49e13ffca43659e305cc6f03f76ed1fa	text	sb2876	pyaretoons-chat	whats ur name?		web://59.161.28.236	1374342470073
49ea4f004983dab48a634baf8b4a27b3	text	kkkkk	pyaretoons-chat	hello		web://49.202.239.95	1374996885184
49fd6223c256e40c1f4ff258bd6867c5	text	sb9059	pyaretoons-chat	what is wrong in that		web://182.73.49.194	1375113363432
4a2250d2d75fb1ac5515d4ec8dad6022	text	sb5520	pyaretoons-chat	mail kar do test mujhe		web://202.159.221.118	1375267816076
4a330802fd33d6b33c58a2725713b350	text	sb3527	pyaretoons-chat	teri sister ko le aaye		web://173.245.62.28	1374146850137
4a4f2527ec7149984382cb6f9c4d757b	text	sb2355	pyaretoons-chat	30 m		web://14.99.216.175	1374832839052
4a7cd7a6b48e85e0ab9942c4b43b211d	text	sb7648	pyaretoons-chat	itne ghatiya log bhi hai yaha		web://14.98.106.87	1375293408963
4a90ba786cef679f47f8634b64e324b0	text	sb6980	pyaretoons-chat	super commando dhruv ki comics hey code name comet		web://115.251.60.182	1374820349125
4aa0ac8ed0a5e31ac87d0993fe194bb0	text	sb7448	pyaretoons-chat	saaaaaaaaaaaaaaaaaaaaaaaa		web://124.253.101.42	1374156356282
4aa19bc80709920b9aa48bda90cd21ca	text	s	pyaretoons-chat	hi		web://101.61.195.48	1374228266708
4abdd251f346ae70331cce8075f3a14f	text	sb7204	pyaretoons-chat	jj		web://49.201.16.179	1375000705050
4ad2b6e8e9398b165cac9bc93d8d3ee3	text	sb1062	pyaretoons-chat	who owns this site?		web://14.139.196.2	1375005726498
4ae0e1b58758da921e90583febd65c64	text	sb4673	pyaretoons-chat	hiiiiiiiiiiiiiiiii		web://49.138.194.147	1374648282125
4aefb49534b3211974b5d01956c2ae73	text	sb9394	pyaretoons-chat	hiiiii friend		web://117.199.127.189	1374036374814
4af0cb8628d78595ca666fa1da3f8406	text	suro	pyaretoons-chat	bakwass karte karte so jaa		web://14.99.81.134	1374915162355
4af15394b86dfed81678085c8c55748d	text	( karan )	pyaretoons-chat	ae jawab to deneka re		web://182.19.5.3	1374053327174
4afe3155b30dba1bea6fa5e79d265633	text	sb7862	pyaretoons-chat	HEYA		web://14.102.126.193	1374341839460
4b014ed00eb745b7131f17fa0f02f01f	text	sb6812	pyaretoons-chat	hello evry1.......myslf rahul		web://14.139.212.226	1374066051273
4b122dc88d4d045f70bdd79d7a5ce32d	text	sb3092	pyaretoons-chat	hi		web://117.197.8.49	1374500627119
4b2a189ddfc4568f2ec00097d9d465b2	text	sb2848	pyaretoons-chat	pehle sorry bol		web://106.76.134.14	1374083638756
4b5669347367165a81e10a6fffc97e5a	text	sb5746	pyaretoons-chat	this is good		web://117.223.196.46	1374849469845
4b79aa6aed170c71fa414f265e664bc3	text	sb9644	pyaretoons-chat	saaaaaaaaaaaaaaaa		web://124.253.134.31	1374431194455
4b87469c1e63dc83c30272e14fa43755	text	sb5289	pyaretoons-chat	<>		web://49.249.136.128	1374053946427
4b9073aa128c1200dfad7a7d8fa9edff	text	sb71	pyaretoons-chat	bhadwe		web://115.248.154.196	1374058146286
4ba7f31e25a463c5ab4116fa8422f43a	text	rid	pyaretoons-chat	hi		web://59.177.5.205	1374228430670
4bb7e94b03e7369f23d279ca959b90e6	text	sb7815	pyaretoons-chat	hihi		web://59.89.28.116	1375195099093
4bc4a5f59f000f0870336ce1a47ff486	text	sb3778	pyaretoons-chat	hi		web://197.157.16.30	1374647444383
4bd7204975369e47e8f4bf2d672ac283	text	kjljaakkk	pyaretoons-chat	ppppppp		web://182.19.5.3	1375160075298
4be4ce7e310b7ae7c5addbaf7c911f4f	text	sb4119	pyaretoons-chat	lol		web://112.79.36.77	1374128708412
4bea442f14409bfc407c035e2a86d237	text	sb1881	pyaretoons-chat	anyone is here..?		web://122.168.104.176	1374126515730
4bf17f2f89db2efa93648d7ed49eb123	text	sb4383	pyaretoons-chat	:(		web://14.140.175.10	1374905770838
4c200e40102038b7b3cbac0f6b5a2da9	text	sb6162	pyaretoons-chat	Hey guys, 		web://117.192.54.66	1374064263849
4c232b2b89f9f184ff4ed9d2360828f2	text	sb4682	pyaretoons-chat	story of it		web://124.253.251.17	1375034616218
4c40cacf3cc98b1d8509eebc2d92d6e6	text	suro	pyaretoons-chat	sahi baat 		web://14.99.81.134	1374916392995
4c61742a2d905f76413c15e2480da9b3	text	sb4086	pyaretoons-chat	mera naam hai sagar		web://117.203.20.173	1374300378994
4c65ea832e1e6ab08d103391fd7b5cb2	text	sb8744	pyaretoons-chat	hi		web://182.73.49.194	1375114343854
4c8d6f8a12573f7b09bbbab166623d91	text	sb8912	pyaretoons-chat	hi		web://101.214.148.88	1374845130910
4c909946e2e1d3224c9f7fb442960370	text	sb5	pyaretoons-chat	koi to batao yar		web://182.156.191.10	1374477865780
4c9a5b6a09fa42225cf3b7ef5373d27f	text	sb3038	pyaretoons-chat	badhiya hoon bhai		web://49.249.108.199	1374049685511
4cba6f9d78e6a5652228e71349d327cb	text	sb7199	pyaretoons-chat	Hi every onee		web://42.111.121.139	1374158735254
4cfbc91af6b5f5a809efc19d44dbf2e0	text	kooldude	pyaretoons-chat	ur name and location?		web://14.99.81.134	1374919431829
4cfd7eb03adb92d871a4add0ca83ca88	text	sb9777	pyaretoons-chat	,,,,,,,,,,,		web://122.168.8.239	1374567291554
4d04b6f6f7655413c7c8118a7277a78d	text	sb3559	pyaretoons-chat	hiiiiiiiiiiiii		web://117.205.112.44	1374121919179
4d115c1f1a3f9cbb96fd710f260a7bac	text	khalsa	pyaretoons-chat	teri bund band karange		web://182.19.5.3	1374059427888
